Protein accession	Gene	Associated gene ID	Description	Coverage	# Proteins	Proteins in group	miR FASP_# Unique peptides	miR FASP_# Peptides	miR FASP_# PSMs	miR FASP_Protein error probability	miR FASP_q-value	miR FASP_PEP	miR FASP_MS1 precursor area	miR FASP_tmt10plex_126	miR FASP_tmt10plex_126 - # quanted PSMs	miR FASP_tmt10plex_127N	miR FASP_tmt10plex_127N - # quanted PSMs	miR FASP_tmt10plex_127C	miR FASP_tmt10plex_127C - # quanted PSMs	miR FASP_tmt10plex_128N	miR FASP_tmt10plex_128N - # quanted PSMs	miR FASP_tmt10plex_128C	miR FASP_tmt10plex_128C - # quanted PSMs	miR FASP_tmt10plex_129N	miR FASP_tmt10plex_129N - # quanted PSMs	miR FASP_tmt10plex_129C	miR FASP_tmt10plex_129C - # quanted PSMs	miR FASP_tmt10plex_130N	miR FASP_tmt10plex_130N - # quanted PSMs	miR FASP_tmt10plex_130C	miR FASP_tmt10plex_130C - # quanted PSMs	miR FASP_tmt10plex_131	miR FASP_tmt10plex_131 - # quanted PSMs
LSM10	NA	ENSG00000181817	LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]	NA	na	NA	2	2	2	3.9916913246100005e-08	0.000269579	0.0252342	216075.0	1.02431525847784	2	0.979445079667807	2	1.13014225883549	2	1.20102130656483	2	0.93645307694228	2	1.066388909418	2	1.14370935606763	2	1.04156619455441	2	0.885264798533563	2	1.08560398587684	2
LSM11	NA	ENSG00000155858	LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]	NA	na	NA	3	3	3	1.9425238688314112e-07	0.000269579	0.0520118	2964513.6666666665	1.01289791467656	3	0.854341672579367	3	1.08537170541834	3	1.11588789228808	3	1.0489731351978	3	1.04537098029909	3	0.810786047219256	3	0.890134401132326	2	0.850420747739271	3	1.09333477451495	3
LSM12	NA	ENSG00000161654	LSM12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26407]	NA	na	NA	6	6	15	3.391217730516266e-37	0.0	0.00162245	146114486.0	0.981668317934079	15	1.03872963709975	15	1.00444748847957	15	1.02833092819998	15	0.995570143081327	15	1.10049832499505	15	1.05578740132955	15	1.03479317002932	15	1.02419633790472	15	1.08881247348775	15
LSM14A	NA	ENSG00000262860	LSM14A, SCD6 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24489]	NA	na	NA	18	19	47	1.4609103709724285e-84	0.0	0.00162245	63552586.666666664	1.04328714310905	46	1.02003449780541	46	1.05777129771686	46	1.07496437037251	46	1.01606603594506	46	1.1461240754408	46	1.05017707174976	46	0.96324081378687	46	0.94730083242853	46	1.07363616143449	46
LSM14B	NA	ENSG00000149657	LSM14B, SCD6 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:15887]	NA	na	NA	18	19	35	3.8791787394905274e-76	0.0	0.00162245	56964214.666666664	0.97746753296647	33	1.01852239828258	33	1.11663993700785	34	0.834271519601291	33	1.0104353428449	32	1.17993520060135	34	0.770995710279271	33	0.951637234685997	33	0.904055617346072	34	1.08121273001661	34
LSM2	NA	ENSG00000236826	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:13940]	NA	na	NA	6	6	24	1.3137023769327326e-22	0.0	0.00162245	639072064.0	1.00498091784628	23	1.07905837225068	23	1.09672857193641	23	0.991675987198447	23	0.980208815643283	23	0.947824689723847	23	1.01379072692607	23	1.02231037582056	23	1.02603606445179	23	1.07474656415085	23
LSM3	NA	ENSG00000170860	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17874]	NA	na	NA	2	2	12	2.0620006164e-07	0.0	0.00162245	11777992.333333334	1.03989739960338	12	1.06306585181703	12	0.921173398973658	12	1.0077621405463	12	0.972620214242751	12	1.05823671802987	12	0.865482086312582	12	0.933696704337153	12	0.945568176472425	12	1.03770949964975	12
LSM4	NA	ENSG00000130520	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17259]	NA	na	NA	8	8	30	5.634220949072232e-28	0.0	0.00162245	252921837.33333334	1.00102343319772	30	1.08421312500902	30	0.997491071463218	30	1.03753478170907	30	1.00783833036168	30	1.13372379293059	30	0.983276415637711	30	0.940055099472668	30	1.02191808673376	30	1.0466377861256	30
LSM5	NA	ENSG00000106355	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17162]	NA	na	NA	2	2	3	3.1782737510000005e-11	0.0	0.00162245	21261619.666666668	1.05986375259027	3	0.891190404251542	3	0.984521691742866	3	0.635086163119805	3	0.794258909702459	3	1.03439069324922	3	0.807676325954458	3	1.04944851854927	3	1.03977677110138	3	1.02473258864131	3
LSM6	NA	ENSG00000164167	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17017]	NA	na	NA	5	5	9	1.275895443129436e-15	0.0	0.00162245	42133465.333333336	1.02761814015283	9	0.986008987700238	9	1.02394517866329	9	0.916564942663696	9	0.95441271703686	9	1.111232809694	9	0.907335250815683	9	1.04386639399477	9	1.11512470527283	9	1.20255687839799	9
LSM7	NA	ENSG00000130332	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20470]	NA	na	NA	7	8	31	4.8657574551235125e-20	0.0	0.00162245	268749861.3333333	1.0368015261034	29	1.02843781580812	29	0.951696093861637	30	1.08778887649329	29	0.997240041624662	30	1.12261251317568	29	0.968391914674219	28	0.945621116380599	28	0.963421601296407	28	0.980451177203524	29
LSM8	NA	ENSG00000128534	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20471]	NA	na	NA	4	4	25	9.848151024914314e-30	0.0	0.00162245	140711290.66666666	0.996530026501407	23	0.86395324712152	23	0.924657503165942	23	1.08808169629933	22	1.04066666528022	22	1.03399051335375	22	0.978583547230732	23	1.0412429801584	23	1.05833765647353	23	0.980501064940069	23
LSP1	NA	ENSG00000130592	lymphocyte-specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]	NA	na	NA	1	1	1	0.053767	0.05253675	1.0	451357.0	0.880931295140379	1	0.980352060169097	1	1.06008311440216	1	0.975209794633584	1	1.14219671327086	1	1.08347482940388	1	0.938001186465837	1	0.981348614635032	1	0.600610936588476	1	1.17718299369808	1
LSR	NA	ENSG00000105699	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]	NA	na	NA	5	5	7	9.330450608356484e-16	0.0	0.00162245	3409495.0	0.969108962437689	7	0.991247000422058	7	1.2233484498538	7	1.08527056390091	7	1.04839080938634	7	1.12417857761191	7	1.26697671531254	7	0.974205435522997	7	0.989607447992894	7	1.13154265164191	7
LSS	NA	ENSG00000160285;ENSG00000281289	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:HGNC Symbol;Acc:HGNC:6708]	NA	na	NA	18	18	42	9.968796179853279e-74	0.0	0.00162245	119575509.33333333	0.93868281159113	42	0.964381767036829	42	1.17297806485526	42	1.08592529967171	42	1.02444497597068	42	0.969559461932986	42	1.16281281881059	42	1.05574743396358	42	1.03978829262965	42	1.02741362762368	42
LTA4H	NA	ENSG00000111144	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]	NA	na	NA	31	31	93	4.507357154305379e-143	0.0	0.00162245	171225024.0	0.962973032822854	93	0.964115224749026	92	0.984660234358199	93	1.00771876734597	92	0.969012336170903	93	0.933474732067304	93	1.03301410277098	93	1.03478733758691	93	1.06591266032324	93	0.966713120239962	93
LTBP1	NA	ENSG00000049323	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]	NA	na	NA	2	2	2	2.1925734560600003e-08	0.0	0.00162245	5020852.0	0.970780687154498	2	0.806125264345777	2	0.807731569071807	2	1.3103279674981	2	0.919297314165883	2	0.978372890091391	2	1.16694507384036	2	1.10670127217252	2	0.892069884039528	2	0.845029323406665	2
LTBP3	NA	ENSG00000168056	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]	NA	na	NA	3	3	4	3.5176192479479575e-07	0.000269579	0.1176445	3002380.6666666665	0.997273749531369	4	0.909561204112389	4	0.869905330696746	4	0.966790081482833	4	1.02868127610561	4	0.966635071415779	4	0.985955548836281	4	1.03985662283618	4	1.11160782508185	4	0.898747778466157	4
LTBP4	NA	ENSG00000090006	latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717]	NA	na	NA	6	6	8	7.11938765253732e-19	0.0	0.00162245	131175747.33333333	1.0235856181775	8	0.995173498801728	8	0.945385393357074	8	1.04839032438941	8	1.11882616638887	8	1.11219767531084	8	1.03725781672764	8	0.863529730216565	8	1.03451004405918	8	1.03083581110615	8
LTBR	NA	ENSG00000111321	lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:HGNC Symbol;Acc:HGNC:6718]	NA	na	NA	3	3	4	3.36434883257825e-14	0.0	0.00162245	15825136.666666666	0.936380737300875	4	1.07492325410293	4	0.705920390291621	4	1.282269559327	4	1.25599054593988	4	1.20455991131771	4	1.32888969322465	4	0.824353053100569	4	1.06401920486151	4	1.10060310312821	4
LTF	NA	ENSG00000012223	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	NA	na	NA	1	1	1	0.00204146	0.000795673	0.2116245	9682256.0	0.986209578964709	1	0.895805350811949	1	1.04033621490867	1	0.803895558951855	1	1.0263201592438	1	1.20371507785361	1	0.920961846092888	1	0.992753747135224	1	0.890438486227903	1	1.00903015105095	1
LTN1	NA	ENSG00000198862	listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]	NA	na	NA	35	35	57	1.952480397227079e-129	0.0	0.00162245	72859897.33333333	0.942548477692289	57	0.950587647101353	57	1.07208457515048	57	0.990600899811169	57	0.984102340514139	57	0.96225107898453	57	1.04347078126757	57	1.05703010758847	57	0.946626902912047	57	0.99707164906964	57
LTV1	NA	ENSG00000135521	LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]	NA	na	NA	15	19	37	2.3745574831741644e-61	0.0	0.00162245	48926156.0	1.00388253163034	25	0.999230970231517	25	1.18681016356621	25	0.87742533096374	25	0.986792551096951	25	1.23376161671888	25	0.825901584271225	25	1.03185903550905	25	0.897645285530766	25	1.10727003487947	25
LUC7L	NA	ENSG00000007392	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:6723]	NA	na	NA	12	19	80	1.9281576836554384e-43	0.0	0.00162245	128367160.0	0.962480408275658	28	1.04218135606217	29	1.13431105630143	29	0.996579278470741	29	1.01785659942601	28	1.2459239881685	29	0.962455546299381	28	1.02146689828078	29	1.04483228694991	28	1.15518717218708	28
LUC7L3	NA	ENSG00000108848	LUC7-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24309]	NA	na	NA	28	28	82	9.862697406973202e-106	0.0	0.00162245	331056341.3333333	1.00607929148133	82	1.02473340204653	82	1.18072367732866	82	1.0517505463597	82	0.988147987681268	82	1.10472404730777	82	1.07784236198444	82	1.00899698102339	82	1.04526265366867	82	1.02491185471879	82
LUM	NA	ENSG00000139329	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	NA	na	NA	4	4	18	4.697792076526233e-18	0.0	0.00162245	31499463.333333332	1.01346002597569	18	0.661216127838865	17	0.722922985582883	18	0.713858482275071	18	0.942847329702257	18	0.764441656610858	18	0.572076806908462	18	1.0194838098946	18	0.871448479032781	18	0.685799450649259	18
LUZP1	NA	ENSG00000169641	leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]	NA	na	NA	61	63	131	2.603998333167437e-273	0.0	0.00162245	181284768.0	1.02402113268485	126	1.08962975501463	126	1.05940651073016	126	1.20251375767141	126	1.01388019693375	126	1.32733884874546	126	1.12281638048854	126	0.97051151965232	126	1.02324468090513	126	1.18645818196849	126
LXN	NA	ENSG00000079257	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	NA	na	NA	4	4	8	7.408966484300948e-13	0.0	0.00162245	56489804.0	0.964797469818563	8	1.0178867134804	8	0.934204220538332	8	1.0616894840718	8	1.01281692736675	8	0.893333816325452	8	1.11786058878798	8	1.00006449709591	8	1.11030697799051	8	0.940690880018451	8
LY96	NA	ENSG00000154589	lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]	NA	na	NA	1	1	1	0.249174	0.10031	1.0	690533.0	0.915475676963864	1	1.25386345437923	1	0.597687862904729	1	1.14571046935872	1	1.14951359653376	1	0.454066451777987	1	1.02049615660832	1	0.9428181853749	1	1.01253050335577	1	0.520958129708277	1
LYAR	NA	ENSG00000145220	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]	NA	na	NA	33	33	117	1.2802193454766887e-185	0.0	0.00162245	353239264.0	0.959718299259686	117	1.0204831865224	114	1.20940617771633	117	0.932547416364151	117	0.998836809457293	116	1.00546567557227	117	0.886674509746936	117	1.03467014271314	117	0.995640743602499	116	0.993645880165403	117
LYN	NA	ENSG00000254087	LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]	NA	na	NA	8	12	22	2.213165261517058e-43	0.0	0.00162245	18494208.666666668	0.896836261322441	11	0.808912396612381	11	1.08349183410333	11	0.688684386975601	11	1.04835262784104	11	0.967877008801074	11	0.77565059216429	11	1.08155141349285	11	0.827228376684519	11	0.97595304666265	11
LYPLA1	NA	ENSG00000120992	lysophospholipase I [Source:HGNC Symbol;Acc:HGNC:6737]	NA	na	NA	6	6	15	1.0821010017485128e-46	0.0	0.00162245	207080096.0	1.0714067848206	15	1.05330884588216	14	0.958557316556723	14	1.04520591255725	15	0.965445945556718	15	0.957171284954327	15	0.964684909962339	15	0.992497431403236	15	1.07029035357426	15	1.0178040550557	15
LYPLA2	NA	ENSG00000011009	lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]	NA	na	NA	12	12	29	2.526355033777169e-69	0.0	0.00162245	370928821.3333333	1.07614297105347	29	0.865480554339923	29	0.955398877027057	29	1.15604070144494	29	0.975049040768291	29	1.10813682820546	29	1.00676474131554	29	0.981409495911067	29	0.899654646671111	29	1.0453294321696	29
LYPLAL1	NA	ENSG00000143353	lysophospholipase-like 1 [Source:HGNC Symbol;Acc:HGNC:20440]	NA	na	NA	7	7	12	2.0311506202774956e-17	0.0	0.00162245	105255120.0	0.956219508828351	11	0.962879508657367	12	1.02752388981522	12	1.03344319106112	12	0.92221336078973	12	0.914519863820904	12	1.06199989691628	12	1.06514461377257	12	1.00401784563139	12	0.983607006449846	12
LYRM1	NA	ENSG00000102897	LYR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25074]	NA	na	NA	1	1	1	0.00180902	0.000795673	0.190622	3233798.0	1.01118892504241	1	0.946946627024482	1	0.973704512979089	1	1.06427053894713	1	1.0248726482475	1	1.00714228924732	1	0.982156385601119	1	0.971174776498675	1	0.951117528460503	1	0.91060933190421	1
LYRM2	NA	ENSG00000083099	LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]	NA	na	NA	2	2	3	8.8421446707e-05	0.000269579	0.1176445	51207711.666666664	1.03002414515577	3	1.04496614161924	3	0.754551670925123	3	0.969930727462324	3	1.05684397590921	3	0.783898268497496	3	0.903300576072417	3	0.89997439768157	3	0.986067833958316	3	0.734100262100033	3
LYRM4	NA	ENSG00000214113	LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]	NA	na	NA	3	3	4	5.295045678689131e-18	0.0	0.00162245	33878076.0	1.06945424219477	4	1.01709794078833	4	0.906896160778699	4	1.04869900070688	4	1.03452693361215	4	0.99259455638773	4	0.992119335616352	4	0.956690667852937	4	0.966621137545368	4	0.932195606614357	4
LYRM5	NA	ENSG00000205707	LYR motif containing 5 [Source:HGNC Symbol;Acc:HGNC:27052]	NA	na	NA	3	3	5	1.526621696482951e-10	0.0	0.00162245	10775975.666666666	1.03888404665002	5	1.02437547636025	5	0.870895339448603	5	1.15884939075212	5	1.08639373336584	5	1.03961873881796	5	1.06218012534179	5	0.91574266355497	5	1.03357592778442	5	1.0232865880996	5
LYRM7	NA	ENSG00000186687	LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072]	NA	na	NA	4	4	12	1.1055822109389274e-20	0.0	0.00162245	68707737.33333333	1.07183247888097	12	1.05226776898626	12	0.838324511511659	12	1.00154240779781	12	1.04403794929992	12	1.05209862506712	12	0.852220022568911	12	0.920616804001937	12	1.04452991999831	12	0.958729212336686	12
LYSMD1	NA	ENSG00000163155	LysM, putative peptidoglycan-binding, domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]	NA	na	NA	4	6	8	5.596408135884395e-17	0.0	0.00162245	3829930.6666666665	1.00599265517056	6	1.21718163953905	6	0.912300642949732	6	1.26836338101893	6	1.07213631352948	6	1.110339535871	6	1.23515574263533	6	0.96045950639071	6	1.11483236239958	6	0.98127327122971	6
LYSMD2	NA	ENSG00000140280	LysM, putative peptidoglycan-binding, domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]	NA	na	NA	3	5	6	2.006466517050179e-10	0.0	0.00162245	6225646.0	1.00246634264995	4	1.14241175448151	4	0.972409566847361	4	1.07998793229574	4	1.05127950721599	4	1.05563209429001	4	1.04023030146088	4	1.00784672664353	4	1.18087995987409	4	1.03573869456099	4
LYSMD3	NA	ENSG00000176018	LysM, putative peptidoglycan-binding, domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969]	NA	na	NA	7	7	10	7.642900750882907e-23	0.0	0.00162245	15708002.666666666	1.08185895187622	10	1.16228569458201	10	0.817882455965777	10	1.01089461885485	10	1.00626440204552	10	1.00435080361267	10	1.00622330941421	10	0.986360744001008	10	1.00542465528704	10	0.86057451894628	10
LYSMD4	NA	ENSG00000183060	LysM, putative peptidoglycan-binding, domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]	NA	na	NA	1	1	1	0.00295772	0.00341346	0.302253	2700080.0	1.03106366411486	1	0.994829648252206	1	0.899010978933572	1	1.20426181032895	1	1.03134932978812	1	1.27824485974619	1	1.19401281893092	1	0.94689302414716	1	0.936469874656023	1	1.02876430569289	1
LYST	NA	ENSG00000143669	lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]	NA	na	NA	18	18	22	8.359428536911202e-63	0.0	0.00162245	28110587.666666668	0.997973945843747	22	0.798826982669062	22	0.826390440012514	22	0.949431084962811	22	0.952781454431917	22	0.821911062970903	22	1.05684184640736	22	1.05277237842003	22	0.906981370238318	22	0.819486701255375	22
LZIC	NA	ENSG00000162441	leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497]	NA	na	NA	16	16	36	1.321749011202937e-60	0.0	0.00162245	124788896.0	1.07541377254252	36	1.07013955481338	36	0.952757113192501	36	1.01169880522963	36	1.00415349560333	36	1.17955664642634	36	0.941844592665385	36	0.917086067064806	36	1.00164761895469	36	1.03527310948542	36
LZTFL1	NA	ENSG00000163818	leucine zipper transcription factor-like 1 [Source:HGNC Symbol;Acc:HGNC:6741]	NA	na	NA	10	10	24	7.913055860270239e-43	0.0	0.00162245	63345540.0	1.02962481576594	24	1.10033010145126	24	0.860952761484211	24	0.976997089960672	24	0.995871066873034	24	0.961652887297242	23	0.969313124413427	24	0.967559652385534	24	1.12181510131522	24	0.899797060930842	24
LZTR1	NA	ENSG00000099949	leucine-zipper-like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]	NA	na	NA	6	6	7	3.0135495310503863e-22	0.0	0.00162245	3965511.0	0.96978818430673	7	1.03884070907503	7	1.10582380182114	7	1.33651514813898	7	0.910428888955664	7	0.958006804026243	7	1.510381610865	7	1.05402062032062	7	1.27546792369064	7	1.01512436016794	7
LZTS1	NA	ENSG00000061337	leucine zipper, putative tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]	NA	na	NA	1	1	1	0.0352946	0.0326673	1.0	14575927.0	1.30612179039765	1	1.07223404058563	1	0.701763614691531	1	0.819413390011169	1	0.891022491511351	1	0.787274808652601	1	0.596249731448011	1	0.825253704859524	1	1.00296063693248	1	0.758427810808257	1
LZTS2	NA	ENSG00000107816	leucine zipper, putative tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]	NA	na	NA	10	11	16	2.294418503450025e-30	0.0	0.00162245	25714393.666666668	1.0649383706918	13	0.900824259161844	13	1.02571279959238	13	1.04198478568779	13	1.00183655326663	13	1.22613706294017	13	1.04677231210907	13	0.925497276026476	13	0.978208276408963	13	1.10351315133075	13
M6PR	NA	ENSG00000003056	mannose-6-phosphate receptor (cation dependent) [Source:HGNC Symbol;Acc:HGNC:6752]	NA	na	NA	11	11	68	4.6232576598176816e-63	0.0	0.00162245	465162197.3333333	0.995615568336829	62	1.03769285414712	65	0.878920605367464	66	1.0166375242897	66	1.03938993380274	67	0.983585664193929	66	1.03235005457972	67	0.97281795950915	64	1.01821640612227	66	0.952417326960988	67
MACC1	NA	ENSG00000183742	metastasis associated in colon cancer 1 [Source:HGNC Symbol;Acc:HGNC:30215]	NA	na	NA	1	1	1	0.155535	0.10031	1.0	216696.0	0.882717187847134	1	1.07429535995067	1	0.853728202241789	1	0.93717800928509	1	0.892732459371052	1	0.752407150832998	1	0.945412666517701	1	1.2123033149071	1	0.773887888576717	1	0.791698862069744	1
MACF1	NA	ENSG00000127603	microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]	NA	na	NA	325	337	782	0.0	0.0	0.00162245	1507078698.6666667	1.00496102117478	740	1.01188461692722	736	0.978264122798304	739	1.05770258051907	739	1.00864138892787	737	1.01603656069879	740	1.05893902941923	737	0.981324576036104	738	0.997291658551816	739	0.982402900339892	740
MACROD1	NA	ENSG00000133315	MACRO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29598]	NA	na	NA	3	3	3	3.763853045204138e-08	0.0	0.00162245	2850428.0	1.0039516607037	3	0.885685178623748	3	0.940978934227369	3	0.989002529351486	3	0.867498925781901	3	0.939913090565985	3	0.83482303852416	3	1.12454903718222	3	0.998721356480907	3	0.897262174350022	3
MAD1L1	NA	ENSG00000002822	MAD1 mitotic arrest deficient-like 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:6762]	NA	na	NA	38	38	83	3.219577610279514e-156	0.0	0.00162245	96636277.33333333	1.02443140715532	83	1.01410876778431	82	0.981924100214975	83	0.984755550012012	83	1.02764661872128	83	1.1079325553228	83	0.901404035067092	82	0.950233065793327	83	0.965210591234135	83	1.05923205964564	83
MAD2L1	NA	ENSG00000164109	MAD2 mitotic arrest deficient-like 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:6763]	NA	na	NA	10	10	26	4.443228208473953e-32	0.0	0.00162245	91122565.33333333	0.930758652435151	26	0.933875257045591	26	1.21891872275058	26	0.824184323413508	26	0.969640439294105	26	1.02349517220062	26	0.789902794305153	26	1.08106462899225	26	0.891603728335471	26	1.04429676805855	26
MAD2L1BP	NA	ENSG00000124688	MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059]	NA	na	NA	1	1	2	0.000359463	0.000269579	0.07342205	5819332.0	1.05037558566261	2	0.993212718141205	2	0.938067831134802	2	0.952653362192459	2	0.901459750093655	2	1.14451951334052	2	0.972658057291631	2	1.05027223441289	2	0.80776451628436	2	0.949566965211978	2
MAD2L2	NA	ENSG00000116670	MAD2 mitotic arrest deficient-like 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:6764]	NA	na	NA	6	6	6	7.38901805367481e-15	0.0	0.00162245	6571597.0	1.00887833859142	6	0.82347428031881	6	1.1033840002587	6	0.837925023148303	6	1.01103050302129	6	0.989260349978885	6	0.94223356455337	6	1.05090870035276	6	0.845328745763738	6	0.996755224099424	6
MADD	NA	ENSG00000110514	MAP-kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]	NA	na	NA	25	25	40	1.3672300074848432e-114	0.0	0.00162245	15678463.0	0.94635788496378	39	0.913497511895587	39	1.02579340809957	40	0.940659096796939	40	0.985333299331135	40	0.944309452963448	40	1.05222693725559	39	1.0559183190151	40	0.986824234156399	40	0.956718155973194	40
MAEA	NA	ENSG00000090316	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]	NA	na	NA	12	12	25	1.4122712507503571e-47	0.0	0.00162245	28069694.0	1.06897797366605	25	0.934676815638423	25	1.00101755972436	25	0.941322177811703	25	0.96327501677382	25	1.00251004658019	25	0.961650010727778	25	0.961341801641627	25	0.880022228279884	25	0.941085468319773	25
MAEL	NA	ENSG00000143194	maelstrom spermatogenic transposon silencer [Source:HGNC Symbol;Acc:HGNC:25929]	NA	na	NA	1	1	1	0.273145	0.10031	1.0	1985145.0	1.04983588840959	1	0.933662693369502	1	0.853556754014326	1	0.814897152451347	1	1.08163859424559	1	0.839338646212442	1	0.732416516525891	1	0.882773560815199	1	1.0155777714849	1	0.780057384275804	1
MAF1	NA	ENSG00000179632	MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24966]	NA	na	NA	2	2	2	1.6358893287e-05	0.000532854	0.1404685	9776685.0	1.03377367671224	1	0.950127318441809	1	1.0608627404912	1	0.80057157873961	1	1.04288829600586	1	0.908515215212308	1	0.772342005722511	1	0.933646866462205	1	0.806554467239351	1	0.902862843522719	1
MAFF	NA	ENSG00000185022	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:HGNC:6780]	NA	na	NA	3	4	12	6.48636264560256e-14	0.0	0.00162245	23058445.333333332	1.06909340708418	5	1.19213074171675	5	0.904792801394076	5	1.00491930029443	5	1.04902895882026	5	0.91204403144925	5	0.838205906491192	5	0.890228647856641	5	1.16894681590439	5	0.897033785761894	5
MAFG	NA	ENSG00000197063	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G [Source:HGNC Symbol;Acc:HGNC:6781]	NA	na	NA	7	9	22	5.1957726654662615e-21	0.0	0.00162245	27077136.0	1.05036843348532	14	0.984877874946454	13	0.918705219208207	14	0.97459025815254	14	1.02954371289208	14	1.064587958923	14	0.914281402312253	14	0.94003771880372	14	0.974971697642322	14	0.986023923442448	14
MAFK	NA	ENSG00000198517	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K [Source:HGNC Symbol;Acc:HGNC:6782]	NA	na	NA	6	8	16	1.5310723161552057e-16	0.000269579	0.04036305	21123223.0	0.9891593017972	8	0.903136220163127	7	1.02822377129808	8	1.10864934884799	8	0.969612960262673	8	1.11371010150876	8	1.03029588252272	8	1.06951830335203	8	1.00656548630139	8	1.0882211247227	8
MAGEA4	NA	ENSG00000147381	melanoma antigen family A, 4 [Source:HGNC Symbol;Acc:HGNC:6802]	NA	na	NA	1	1	2	0.000494565	0.000269579	0.10347899999999999	1158931.0	1.03675252362085	1	NA	0	NA	0	NA	0	NA	0	0.751819348509942	1	NA	0	NA	0	0.800500755466026	1	1.03731843861748	1
MAGEA6	NA	ENSG00000197172	melanoma antigen family A, 6 [Source:HGNC Symbol;Acc:HGNC:6804]	NA	na	NA	3	7	11	9.300320862361673e-14	0.0	0.00162245	36843111.0	0.988663714098631	6	0.857232201383796	6	1.38480139929193	6	1.22126962656015	6	1.00870155448852	6	1.34856651781918	6	1.32129155288326	6	0.991224383582031	6	0.858057875198196	6	1.30184553818266	6
