protein,imputed,n,average_expression,proportional_expression,foldchange,log2_foldchange,p_value,adj_p_value,normalization,abundance_control_1,abundance_control_2,abundance_control_3,abundance_knockdown_1,abundance_knockdown_2,abundance_knockdown_3,description,biological_process,cellular_component,molecular_function,gene_id_entrez,gene_name,wiki_pathway,reactome_pathway,gene_id_ensemble
O75319,0.8333333333333334,6,844185.7916666666,3.267797620593055e-6,1.2091145407574122,0.27395091915727426,0.3603160706940137,0.8422895555819307,raw,734524.9375,972909.6875,560682.125,806126.5,814512.25,1176359.25,RNA/RNP complex-1-interacting phosphatase OS=Homo sapiens OX=9606 GN=DUSP11 PE=1 SV=2,cell organization and biogenesis;cellular component movement;cellular homeostasis,membrane;nucleus,RNA binding;structural molecule activity,8446,DUSP11,NA,NA,ENSG00000144048
Q01085,0,6,34352116.927083336,1.3297518989869756e-4,1.2085510133197772,0.27327837100185787,0.4210631668709091,0.9081628377481699,raw,34144297.125,33705429.3125,28128880.6875,41855379.625,27543984.0625,40734730.75,Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1,cell differentiation;coagulation;metabolic process,membrane;mitochondrion;nucleus,RNA binding;structural molecule activity,7073,TIAL1,NA,FGFR2 alternative splicing,ENSG00000151923
Q9UMY1,0,6,4160242.8958333335,1.6104075631565894e-5,1.2079669251762741,0.2725809533902937,0.026798407115798586,0.6429522395902524,raw,3575611.75,4005267,3826517,4838230.0625,4347324.1875,4368507.375,Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2,NA,endosome;membrane;nucleus,NA,51406,NOL7,NA,NA,ENSG00000225921
O15235,0,6,1404831.7916666667,5.438028016413818e-6,1.2079098636938361,0.2725128023006904,0.5654428984356131,1,raw,997329.875,1091036.5,1632126.5625,1317873.75,920709.375,2469914.6875,"28S ribosomal protein S12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS12 PE=1 SV=1",cell organization and biogenesis;cellular homeostasis,cytoskeleton;endosome;Golgi,structural molecule activity,6183,MRPS12,NA,Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination,ENSG00000128626; ENSG00000283018
P78330,0,6,6538973.552083333,2.5312013570415754e-5,1.2078746435412315,0.2724707356847705,0.21068717069214413,0.7014620053011217,raw,6810351.125,5011569.125,5692044.375,8226050.4375,5754543,7739283.25,Phosphoserine phosphatase OS=Homo sapiens OX=9606 GN=PSPH PE=1 SV=2,cellular homeostasis;defense response;metabolic process,cytosol;nucleus,structural molecule activity,5723,PSPH,"Trans-sulfuration, one-carbon metabolism and related pathways; Clear cell renal cell carcinoma pathways; Metabolic reprogramming in colon cancer; Neuroinflammation and glutamatergic signaling; Amino acid metabolism in triple-negative breast cancer cells",Serine biosynthesis,ENSG00000146733
Q00765,0,6,32608920.541666668,1.262273708087261e-4,1.2078742452082956,0.2724702599126784,0.32402773540990465,0.804368639449992,raw,29804621.75,36394773.5,24160676.75,36000235,30258532.75,39034683.5,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3,cell growth;metabolic process,cytoskeleton;cytosol;extracellular,NA,7905,REEP5,NA,NA,ENSG00000129625
Q9NPA8,0,6,3277321.6041666665,1.268633498186478e-5,1.2077816673777293,0.2723596799443777,0.5181690366354861,1,raw,4103650.875,1899152.75,2849996.375,4463125.5,2293761.875,4054242.25,Transcription and mRNA export factor ENY2 OS=Homo sapiens OX=9606 GN=ENY2 PE=1 SV=1,cell growth;cell organization and biogenesis;cellular component movement;cellular homeostasis;conjugation;metabolic process,endosome;membrane;nucleus,structural molecule activity,56943,ENY2,NA,HATs acetylate histones,ENSG00000120533
A0A0G2JL56,0,6,19817501.192708332,7.67124771382117e-5,1.2076576448001624,0.2722115273852393,0.35897573790510523,0.8420882601494262,raw,14822460.5,20342754.40625,19396018.9375,23439029.0625,16337661.375,24567082.875,"HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1",metabolic process,cytoplasm;cytoskeleton;extracellular;mitochondrion;nucleus,NA,NA,HLA-A,NA,NA,ENSG00000224320; ENSG00000229215
P21281,0,6,37331404.639322914,1.4450785177624173e-4,1.2076368282516494,0.2721866592528903,0.33838743361622176,0.8216110565431962,raw,37579331.4375,35644721.1640625,29873848.21875,44505243,31003099.390625,45382184.625,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3",cellular homeostasis;conjugation;metabolic process,cytoplasm;cytoskeleton;cytosol;extracellular;mitochondrion;nucleus,catalytic activity;structural molecule activity,526,ATP6V1B2,NA,Amino acids regulate mTORC1; ROS and RNS production in phagocytes; Insulin receptor recycling; Transferrin endocytosis and recycling; Ion channel transport,ENSG00000147416
S6AU73,0,6,21482009.7890625,8.315570004520251e-5,1.2073345058357847,0.2718254466403515,0.38180536090554873,0.8666785138959608,raw,21180614.921875,15962549.796875,21891292.546875,27053727.1875,17231787.03125,25572087.25,HLA class I histocompatibility antigen OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1,metabolic process,cytoplasm;cytoskeleton;extracellular;mitochondrion;nucleus,NA,NA,HLA-B,NA,NA,ENSG00000206450
P42167,0,6,62877174.723958336,2.4339414851665285e-4,1.2073030380461955,0.2717878439582383,0.20956789844334048,0.6996099840186926,raw,59961360.90625,57588787.03125,58414314.09375,71097966.875,57809086.25,72391533.1875,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",NA,cytoskeleton;membrane;nucleus,RNA binding;structural molecule activity,7112,TMPO,Envelope proteins and their potential roles in EDMD physiopathology; Overlap between signal transduction pathways contributing to LMNA laminopathies,RHOC GTPase cycle; RHOA GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOG GTPase cycle; RHOD GTPase cycle; RHOJ GTPase cycle; RHOF GTPase cycle,ENSG00000120802
O75874,0,6,93446904.47135417,3.617279218599472e-4,1.2072753830797862,0.27175479662993673,0.20614060665289421,0.6985216041960465,raw,85826604.84375,85591898.484375,82513583.71875,118268914,85147433.75,103332992.03125,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2,cellular homeostasis;coagulation;defense response;metabolic process,cell surface;cytosol;endosome;mitochondrion;nucleus,structural molecule activity,3417,IDH1,Glutathione metabolism; TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc); Amino acid metabolism,Peroxisomal protein import; Neutrophil degranulation; Nuclear events mediated by NFE2L2; Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate; NADPH regeneration,ENSG00000138413
Q04760,0,6,128062235.33333333,4.957219986892828e-4,1.2072327317662979,0.2717038273761288,0.21725618654749723,0.7060075523227053,raw,129334179.875,109610104.828125,110147885.03125,156136455.28125,113224758.859375,149920028.125,Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,cellular homeostasis;metabolic process,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,structural molecule activity,2739,GLO1,NA,Pyruvate metabolism,ENSG00000124767
Q9BTY2,0,6,5916470.411458333,2.2902337523002123e-5,1.206913030615087,0.27132172015186606,0.337649080656551,0.8211705919010127,raw,5252922.875,7074881.875,2925484.21875,6258709.625,5448056.75,8538767.125,Plasma alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA2 PE=1 SV=2,cellular homeostasis;metabolic process,cell surface;extracellular;mitochondrion,structural molecule activity,2519,FUCA2,NA,Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation,ENSG00000001036
Q96E29,0,6,1135652.0364583333,4.396047717450269e-6,1.20631718307561,0.27060929221778734,0.3707654126260462,0.8556591383960601,raw,1061703.71875,773742.8125,1250724.625,1325475.875,933379.25,1468885.9375,"Transcription termination factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF3 PE=1 SV=2",cell growth;metabolic process,cytoskeleton;cytosol;endosome,RNA binding,51001,MTERF3,Mitochondrial gene expression,PINK1-PRKN Mediated Mitophagy,ENSG00000156469
F5H0C4,0.16666666666666666,6,847876.5338541666,3.282084284331761e-6,1.2060685634952368,0.2703119249849954,0.8538885234226983,1,raw,776969.53125,869612.71875,843745.0625,1019911.53125,528207.796875,1048812.5625,Proteasomal ATPase-associated factor 1 OS=Homo sapiens OX=9606 GN=PAAF1 PE=1 SV=1,NA,NA,NA,NA,PAAF1,NA,NA,ENSG00000175575
A0A5F9ZHM4,0,6,1126316501.4518237,0.00435991036548062,1.2060604183515602,0.2703021817594232,0.23143751928327772,0.7183421463015945,raw,1149108744.8125,916974960.929688,1015522851.01563,1291427247.46875,998970630.984375,1385894573.5,L-lactate dehydrogenase OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=1,cellular homeostasis,cytosol,structural molecule activity,3945,LDHB,Clear cell renal cell carcinoma pathways; Glycolysis and gluconeogenesis,NA,ENSG00000111716
Q8N5C6,0,6,3143331.8359375,1.2167667823372763e-5,1.2057259797009234,0.26990206922355564,0.41013235396104986,0.895261063488616,raw,2602024.15625,3399607.9375,2339749.921875,4828697.78125,2552583.09375,3137328.125,S1 RNA-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SRBD1 PE=1 SV=2,cell organization and biogenesis;cellular homeostasis,NA,RNA binding;structural molecule activity,55133,SRBD1,NA,NA,ENSG00000068784
Q9H6L5,0.5,6,752851.765625,2.9142485370567234e-6,1.205655136657156,0.2698173004516175,1,1,raw,822928.75,756551.125,519787.4375,912139.75,NA,NA,Reticulophagy regulator 1 OS=Homo sapiens OX=9606 GN=RETREG1 PE=1 SV=1,cell growth;cellular homeostasis;metabolic process,extracellular;membrane,structural molecule activity,54463,RETREG1,NA,NA,ENSG00000154153
P53701,0,6,17769292.877604168,6.878397333650458e-5,1.2055744289030068,0.26972072177791606,0.15045829597719054,0.6638855679885327,raw,17646973.65625,14385669.6875,15905104.421875,21274740.1875,16264998.125,21138271.1875,Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1,cell growth;cell organization and biogenesis;cellular homeostasis;metabolic process,cytoskeleton;cytosol;endosome,structural molecule activity,3052,HCCS,NA,NA,ENSG00000004961
Q9Y224,0,6,37639561.28125,1.4570070949926876e-4,1.2053257888700764,0.2694231468379807,0.2768988154187573,0.7566344694307385,raw,36528377.25,38093743.71875,26866322.65625,44028595.125,32101173.3125,48219155.625,"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",cellular component movement;cellular homeostasis;conjugation;metabolic process,cytosol;endoplasmic reticulum;membrane;nucleus,RNA binding;structural molecule activity,51637,RTRAF,NA,tRNA processing in the nucleus,ENSG00000087302
P82921,0,6,4463256.510416667,1.7277024973425584e-5,1.2052938302891105,0.26938489402869503,0.41378291388369814,0.8999719806515282,raw,4691064.625,3396337.6875,4101557.625,5582393.25,3354074.625,5654111.25,"28S ribosomal protein S21, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS21 PE=1 SV=3",cell organization and biogenesis;cellular homeostasis,cytoskeleton;endosome;Golgi,structural molecule activity,54460,MRPS21,NA,Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination,ENSG00000266472
P28799,0,6,6296649.026041667,2.437398841359936e-5,1.2051560089827655,0.2692199172578285,0.5882047579596043,1,raw,8356933.65625,3873544.5,4733756.75,6461542.25,4282708.1875,10071408.8125,Progranulin OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2,cell growth;coagulation;conjugation;defense response;development;metabolic process,cell surface;cytoplasm;cytoskeleton;extracellular;mitochondrion,antioxidant activity;structural molecule activity,2896,GRN,IL-18 signaling pathway,Neutrophil degranulation,ENSG00000030582
Q13206,0,6,13812371.518229166,5.346694439491214e-5,1.2050164045842042,0.2690527868296631,0.25818186786379455,0.7381027251958325,raw,12235861.40625,15497755.171875,9285962.84375,14744413.71875,13414783.59375,17695452.375,Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2,cellular component movement;cellular homeostasis;metabolic process,membrane,structural molecule activity,1662,DDX10,NA,NA,ENSG00000178105
Q96GY0,0,6,974726.21875,3.7731125657450295e-6,1.2048632600597349,0.2688694242746525,0.1716914535122925,0.6688917965646828,raw,830295.34375,835012.34375,976838.3125,1176956.59375,882778.75,1146475.96875,Zinc finger C2HC domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=2,NA,NA,structural molecule activity,51101,ZC2HC1A,NA,NA,ENSG00000104427
Q9Y624,0,6,11828885.666666666,4.5788977755104904e-5,1.2047441915626063,0.2687268454240121,0.35858127204033907,0.8420882601494262,raw,8278989.03125,13057247.96875,11029036.625,15151647.75,10169224.8125,13287167.8125,Junctional adhesion molecule A OS=Homo sapiens OX=9606 GN=F11R PE=1 SV=1,cell communication;cell growth;coagulation;conjugation;metabolic process,cytoplasm;cytoskeleton;nucleus,antioxidant activity;structural molecule activity,50848,F11R,1q21.1 copy number variation syndrome,Cell surface interactions at the vascular wall; Integrin cell surface interactions; Tight junction interactions; TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),ENSG00000158769
Q9NVP1,0,6,56253954.5703125,2.1775602090019815e-4,1.204672434728395,0.2686409132296648,0.2788009775460177,0.7591598077731446,raw,57276396.6875,48475408.71875,48662784.15625,65961124.40625,48148717.203125,68999296.25,ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,cellular component movement;cellular homeostasis,membrane;nucleus,structural molecule activity,8886,DDX18,NA,NA,ENSG00000088205
Q6IQ49,0,6,785752.75,3.041606471195287e-6,1.204586244114859,0.26853768913682274,1,1,raw,714962.75,NA,756659.25,885636.25,NA,NA,Replication stress response regulator SDE2 OS=Homo sapiens OX=9606 GN=SDE2 PE=1 SV=1,cell differentiation;cell organization and biogenesis;cell proliferation;cellular homeostasis;coagulation;development;metabolic process,cytoplasm;cytoskeleton;cytosol;extracellular;membrane,RNA binding,163859,SDE2,NA,NA,ENSG00000143751
P48637,0,6,73516780.921875,2.8457948965933774e-4,1.2044898280054954,0.2684222099748946,0.37623794610737377,0.8615698665976935,raw,74120573.125,65036713.09375,66952423.3125,84080835.875,61632663.75,89277476.375,Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1,cellular homeostasis;coagulation;defense response;metabolic process,cytosol,structural molecule activity,2937,GSS,"Glutathione metabolism; Trans-sulfuration, one-carbon metabolism and related pathways; Amino acid metabolism; Ferroptosis; Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases; Metapathway biotransformation Phase I and II",Glutathione synthesis and recycling; Defective GSS causes GSS deficiency,ENSG00000100983
Q9GZZ9,0,6,9652258.010416666,3.7363369617389024e-5,1.2043972285541074,0.26831129338458903,0.4980292603473976,0.9817257423165381,raw,8167476.625,9231661.375,9751585.0625,12208397.75,7435839.875,11118587.375,Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens OX=9606 GN=UBA5 PE=1 SV=1,cell growth;cell organization and biogenesis;cellular homeostasis;coagulation;metabolic process,cytoskeleton;cytosol;extracellular;membrane;nucleus,structural molecule activity,79876,UBA5,NA,Antigen processing: Ubiquitination & Proteasome degradation,ENSG00000081307
P54578,0,6,55066712.072916664,2.131602692939108e-4,1.2042530745905995,0.26813860728876676,0.0798027353796075,0.6429522395902524,raw,50131820.09375,54408714.1875,44399224.25,63078434.21875,53467902.3125,64914177.375,Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3,cell death;cell organization and biogenesis;cellular homeostasis;coagulation;metabolic process,cytoplasm;cytoskeleton;cytosol;nucleus,DNA binding;structural molecule activity,9097,USP14,NA,Ub-specific processing proteases; Regulation of NF-kappa B signaling,ENSG00000101557
P30048,0,6,220285073.09375,8.527116244005213e-4,1.204215320689175,0.26809337741033407,0.21957589364050384,0.7087130179153194,raw,230069470.75,172064194.125,186583196.4375,277053181.5,190942759.5,264997636.25,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",cell growth;cell organization and biogenesis;cellular homeostasis;coagulation;metabolic process,cytosol;endosome;mitochondrion;nucleus,DNA binding;structural molecule activity,10935,PRDX3,Selenium micronutrient network,Detoxification of Reactive Oxygen Species,ENSG00000165672
Q9BZK7,0,6,30584183.059895832,1.1838972133562426e-4,1.2041620729011058,0.26802958315615877,0.30778256448528407,0.7887417335429273,raw,29003342.640625,31118067.171875,21421072.5625,33656730.0625,25794443.140625,42511442.78125,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1,cell growth;cell organization and biogenesis;cellular component movement;cellular homeostasis;defense response;metabolic process,endoplasmic reticulum;membrane;nucleus,RNA binding;structural molecule activity,79718,TBL1XR1,Rett syndrome causing genes,"PPARA activates gene expression; Transcriptional regulation of white adipocyte differentiation; HCMV Early Events; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Heme signaling; BMAL1:CLOCK,NPAS2 activates circadian gene expression; Transcriptional activation of mitochondrial biogenesis; HDACs deacetylate histones; Cytoprotection by HMOX1; Activation of gene expression by SREBF (SREBP); NOTCH1 Intracellular Domain Regulates Transcription; Notch-HLH transcription pathway; Loss of MECP2 binding ability to the NCoR/SMRT complex; Regulation of MECP2 expression and activity; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; RORA activates gene expression",ENSG00000177565
Q9BXJ9,0,6,93666977.07063802,3.6257981100970137e-4,1.2037257040485154,0.2675066790635769,0.13694877991465182,0.654928512316515,raw,78020828.7265625,97140674.1953125,73008228,109958423.890625,86942981.1738281,116930726.4375,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",cell organization and biogenesis;cellular homeostasis;defense response;metabolic process,cytosol;membrane;nucleus,protein binding,80155,NAA15,NA,NA,ENSG00000164134
Q9UKD2,0,6,41858760.0625,1.620330001801595e-4,1.2035637088492137,0.2673125107431572,0.27528849616658135,0.7559778268201988,raw,40550762.875,41453258.625,32838590.9375,51381722.5625,36122798.8125,48805426.5625,mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,cell growth;cellular component movement;cellular homeostasis;metabolic process,membrane;nucleus,NA,51154,MRTO4,NA,NA,ENSG00000053372
O15347,0,6,41603669.333333336,1.610455577403141e-4,1.203461908279676,0.2671904786585179,0.10871268117081927,0.6429522395902524,raw,41350756.125,35382709.625,37006327,46217988.875,39900174.5,49764059.875,High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4,cell growth;cell proliferation;cellular homeostasis;coagulation;metabolic process,membrane;nucleus,RNA binding,3149,HMGB3,NA,NA,ENSG00000029993
H7BY55,0,6,10854712.53125,4.2018006145081355e-5,1.2033868187530437,0.2671004594674373,0.19257285883272987,0.6839501208924997,raw,11142222.4375,8597941.4375,9782993.25,11772725.125,10129105.8125,13703287.125,Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA
P67870,0,6,36283922.682291664,1.4045310567580932e-4,1.2033817807731255,0.26709441961080516,0.2982622139350494,0.7796368726609018,raw,31741548.375,38425439.5,27482281.3125,46240473.8125,29764598.625,44049194.46875,Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1,cell death;cell growth;cell organization and biogenesis;cellular homeostasis;defense response;development;metabolic process,cell surface;cytosol;membrane;nucleus,antioxidant activity;DNA binding;signal transducer activity;structural molecule activity,1460,CSNK2B,Alzheimer's disease and miRNA effects; lncRNA in canonical Wnt signaling and colorectal cancer; Breast cancer pathway; Wnt signaling; ncRNAs involved in Wnt signaling in hepatocellular carcinoma; Measles virus infection; Malignant pleural mesothelioma; Alzheimer's disease,Regulation of PTEN stability and activity; KEAP1-NFE2L2 pathway; Neutrophil degranulation; RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; Regulation of TP53 Activity through Phosphorylation; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; WNT mediated activation of DVL; Signal transduction by L1; Receptor Mediated Mitophagy; Condensation of Prometaphase Chromosomes; Synthesis of PC,ENSG00000204435; ENSG00000206406; ENSG00000224398; ENSG00000224774; ENSG00000228875; ENSG00000230700; ENSG00000232960
Q13618,0,6,17809409.6328125,6.893926312994791e-5,1.2032733266521909,0.2669643916545271,0.2515431485882892,0.7326612824296702,raw,18744274.4375,17365620.984375,11863225.21875,20895588.53125,16288224,21699524.625,Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2,cell death;cell differentiation;cell growth;cell organization and biogenesis;cellular homeostasis;coagulation;conjugation;defense response;development;metabolic process,cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;extracellular;membrane;nucleus,antioxidant activity;structural molecule activity,8452,CUL3,Hedgehog signaling pathway; NRF2-ARE regulation; 22q11.2 copy number variation syndrome; Head and neck squamous cell carcinoma,Potential therapeutics for SARS; Antigen processing: Ubiquitination & Proteasome degradation; Degradation of DVL; Hedgehog 'on' state; Regulation of RAS by GAPs; Neddylation; KEAP1-NFE2L2 pathway; RHOBTB3 ATPase cycle; RHOBTB2 GTPase cycle; RHOBTB1 GTPase cycle,ENSG00000036257
Q12931,0,6,210917742.54166666,8.164511935906489e-4,1.2032356383320932,0.2669192035805994,0.15226346411198977,0.6638855679885327,raw,213260496.59375,174659331.4375,180103461.03125,247838874.53125,193041661.90625,256602629.75,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3",metabolic process,cytoskeleton;endosome;membrane;nucleus,antioxidant activity;structural molecule activity,10131,TRAP1,TNF-alpha signaling pathway; TGF-beta signaling pathway; Clock-controlled autophagy in bone metabolism,Respiratory electron transport,ENSG00000126602
Q8IXU6,0,6,581366.8125,2.2504395422582703e-6,1.2030983915049576,0.2667546334796525,0.35452622678948703,0.8383308462007302,raw,498275.53125,669739.75,476380.71875,676430.25,586007.8125,NA,Solute carrier family 35 member F2 OS=Homo sapiens OX=9606 GN=SLC35F2 PE=1 SV=1,conjugation,cytoskeleton,catalytic activity,54733,SLC35F2,NA,NA,ENSG00000110660
Q8NI27,0,6,5214759.21875,2.0186051382544035e-5,1.202988297825372,0.26662260863916243,0.14928255988104763,0.6638855679885327,raw,5301287.0625,4946185.375,4098565.125,5950203.125,4991566.40625,6000748.21875,THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2,cellular component movement;cellular homeostasis;conjugation;defense response;metabolic process,membrane,RNA binding,57187,THOC2,NA,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination,ENSG00000125676
Q96GJ1,0.16666666666666666,6,9698481.75,3.754229921762207e-5,1.2026626064741641,0.2662319673376509,0.21168315442237085,0.7020295967770634,raw,7973958.5,7962348.25,7913206.25,9576018.5,9458495,15306864,tRNA (uracil(54)-C(5))-methyltransferase homolog OS=Homo sapiens OX=9606 GN=TRMT2B PE=1 SV=1,cellular component movement;cellular homeostasis,endosome,structural molecule activity,79979,TRMT2B,NA,NA,ENSG00000188917
P04899,0,6,92295312.59244792,3.5727017187299877e-4,1.202629285228115,0.2661919951441719,0.3226926510786626,0.8037523716522456,raw,94307194.15625,79526564.3984375,82989879.9375,113416593.5,79311830.1875,104219813.375,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,cell death;cell differentiation;development;metabolic process,cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;membrane;nucleus,antioxidant activity;structural molecule activity,2771,GNAI2,Thyroid stimulating hormone (TSH) signaling pathway; Corticotropin-releasing hormone signaling pathway; S1P receptor signal transduction; Complement system; G protein signaling pathways; Chemokine signaling pathway; Hippo signaling regulation pathways; Purinergic signaling; Calcium regulation in cardiac cells; Serotonin HTR1 group and FOS pathway,"G alpha (i) signalling events; G alpha (z) signalling events; Adenylate cyclase inhibitory pathway; ADP signalling through P2Y purinoceptor 12; Extra-nuclear estrogen signaling; GPER1 signaling; ADORA2B mediated anti-inflammatory cytokines production; Adrenaline,noradrenaline inhibits insulin secretion",ENSG00000114353
